source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0012501,programmed cell death,3.621070171081625e-18,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1984,35,27,21031,0.7714285714285715,0.013608870967741936,query_1,['GO:0008219']
KEGG,KEGG:05224,Breast cancer,3.6522689641584306e-18,True,Breast cancer,147,34,16,8484,0.47058823529411764,0.10884353741496598,query_1,['KEGG:00000']
GO:BP,GO:0008219,cell death,3.818648177963339e-18,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1988,35,27,21031,0.7714285714285715,0.01358148893360161,query_1,['GO:0009987']
GO:BP,GO:0051239,regulation of multicellular organismal process,6.9256878857717065e-18,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2955,35,30,21031,0.8571428571428571,0.01015228426395939,query_1,"['GO:0032501', 'GO:0050789']"
WP,WP:WP2261,Glioblastoma signaling pathways,7.385164449077195e-18,True,Glioblastoma signaling pathways,82,35,14,8286,0.4,0.17073170731707318,query_1,['WP:000000']
WP,WP:WP2263,Androgen receptor network in prostate cancer,8.215847609850044e-18,True,Androgen receptor network in prostate cancer,109,35,15,8286,0.42857142857142855,0.13761467889908258,query_1,['WP:000000']
WP,WP:WP5322,CKAP4 signaling pathway map,1.0949195074681613e-17,True,CKAP4 signaling pathway map,111,35,15,8286,0.42857142857142855,0.13513513513513514,query_1,['WP:000000']
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,1.2556008539753617e-17,True,Interleukin-4 and Interleukin-13 signaling,110,33,14,10842,0.42424242424242425,0.12727272727272726,query_1,['REAC:R-HSA-449147']
GO:BP,GO:0048522,positive regulation of cellular process,2.7252014213732413e-17,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5717,35,35,21031,1.0,0.006122092006297009,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0050793,regulation of developmental process,3.6124625598646506e-17,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2455,35,28,21031,0.8,0.011405295315682282,query_1,"['GO:0032502', 'GO:0050789']"
WP,WP:WP4262,Breast cancer pathway,3.830265565812922e-17,True,Breast cancer pathway,154,35,16,8286,0.45714285714285713,0.1038961038961039,query_1,['WP:000000']
GO:BP,GO:0009719,response to endogenous stimulus,4.637883283891486e-17,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1678,35,25,21031,0.7142857142857143,0.014898688915375448,query_1,['GO:0050896']
KEGG,KEGG:05212,Pancreatic cancer,4.906982396647848e-17,True,Pancreatic cancer,76,34,13,8484,0.38235294117647056,0.17105263157894737,query_1,['KEGG:00000']
GO:BP,GO:0098781,ncRNA transcription,7.571820869138322e-17,True,"""The transcription of non (protein) coding RNA from a DNA template."" [GOC:dos]",141,35,13,21031,0.37142857142857144,0.09219858156028368,query_1,"['GO:0006351', 'GO:0034660']"
GO:BP,GO:0043067,regulation of programmed cell death,9.952601809361013e-17,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1506,35,24,21031,0.6857142857142857,0.01593625498007968,query_1,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0050673,epithelial cell proliferation,1.282499053437635e-16,True,"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",441,35,17,21031,0.4857142857142857,0.03854875283446712,query_1,['GO:0008283']
GO:BP,GO:0009888,tissue development,1.475038458314485e-16,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2010,35,26,21031,0.7428571428571429,0.012935323383084577,query_1,['GO:0048856']
GO:BP,GO:0009893,positive regulation of metabolic process,1.8369620494135926e-16,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3711,35,31,21031,0.8857142857142857,0.008353543519267044,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048518']"
GO:BP,GO:0045595,regulation of cell differentiation,2.875114193636972e-16,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1576,35,24,21031,0.6857142857142857,0.015228426395939087,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']"
KEGG,KEGG:04218,Cellular senescence,4.398410577626645e-16,True,Cellular senescence,155,34,15,8484,0.4411764705882353,0.0967741935483871,query_1,['KEGG:00000']
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,4.99865860831188e-16,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3420,35,30,21031,0.8571428571428571,0.008771929824561403,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0048518,positive regulation of biological process,6.225611356643586e-16,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6250,35,35,21031,1.0,0.0056,query_1,"['GO:0008150', 'GO:0050789']"
KEGG,KEGG:05206,MicroRNAs in cancer,8.081964006554024e-16,True,MicroRNAs in cancer,310,34,18,8484,0.5294117647058824,0.05806451612903226,query_1,['KEGG:00000']
KEGG,KEGG:01522,Endocrine resistance,1.0728687931433644e-15,True,Endocrine resistance,95,34,13,8484,0.38235294117647056,0.1368421052631579,query_1,['KEGG:00000']
KEGG,KEGG:05207,Chemical carcinogenesis - receptor activation,1.3545545478538393e-15,True,Chemical carcinogenesis - receptor activation,211,34,16,8484,0.47058823529411764,0.07582938388625593,query_1,['KEGG:00000']
GO:BP,GO:0042981,regulation of apoptotic process,1.3792365504382197e-15,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1463,35,23,21031,0.6571428571428571,0.01572112098427888,query_1,"['GO:0006915', 'GO:0043067']"
WP,WP:WP4263,Pancreatic adenocarcinoma pathway,1.4802033673503486e-15,True,Pancreatic adenocarcinoma pathway,88,35,13,8286,0.37142857142857144,0.14772727272727273,query_1,['WP:000000']
GO:BP,GO:0048468,cell development,1.548711950070122e-15,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2819,35,28,21031,0.8,0.009932600212841433,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
KEGG,KEGG:05166,Human T-cell leukemia virus 1 infection,2.2945611125770825e-15,True,Human T-cell leukemia virus 1 infection,218,34,16,8484,0.47058823529411764,0.07339449541284404,query_1,['KEGG:00000']
KEGG,KEGG:05163,Human cytomegalovirus infection,3.307163536027001e-15,True,Human cytomegalovirus infection,223,34,16,8484,0.47058823529411764,0.07174887892376682,query_1,['KEGG:00000']
GO:BP,GO:0031325,positive regulation of cellular metabolic process,7.0845890665290905e-15,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",3346,35,29,21031,0.8285714285714286,0.008667065152420802,query_1,"['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']"
GO:BP,GO:0051173,positive regulation of nitrogen compound metabolic process,8.414416315984165e-15,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",3001,35,28,21031,0.8,0.009330223258913695,query_1,"['GO:0006807', 'GO:0009893', 'GO:0051171']"
GO:BP,GO:0035556,intracellular signal transduction,8.515660279720772e-15,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2668,35,27,21031,0.7714285714285715,0.010119940029985007,query_1,['GO:0007165']
KEGG,KEGG:04151,PI3K-Akt signaling pathway,9.566877716316259e-15,True,PI3K-Akt signaling pathway,356,34,18,8484,0.5294117647058824,0.05056179775280899,query_1,['KEGG:00000']
GO:BP,GO:0007165,signal transduction,1.051536900874197e-14,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",5959,35,34,21031,0.9714285714285714,0.005705655311293841,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0048513,animal organ development,1.1818809644686118e-14,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3039,35,28,21031,0.8,0.009213557091148404,query_1,['GO:0048856']
GO:BP,GO:2000630,positive regulation of miRNA metabolic process,1.2318185288875282e-14,True,"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",65,35,10,21031,0.2857142857142857,0.15384615384615385,query_1,"['GO:0010586', 'GO:0051254', 'GO:2000628']"
GO:BP,GO:0006355,regulation of DNA-templated transcription,1.6164623095320826e-14,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",3446,35,29,21031,0.8285714285714286,0.008415554265815438,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']"
GO:BP,GO:2001141,regulation of RNA biosynthetic process,1.870201960556241e-14,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",3464,35,29,21031,0.8285714285714286,0.008371824480369515,query_1,"['GO:0010556', 'GO:0032774', 'GO:0051252']"
GO:BP,GO:0009725,response to hormone,1.8820739772187852e-14,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",874,35,19,21031,0.5428571428571428,0.021739130434782608,query_1,"['GO:0009719', 'GO:0010033']"
GO:BP,GO:0043066,negative regulation of apoptotic process,2.1820335962163894e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",881,35,19,21031,0.5428571428571428,0.021566401816118047,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043069']"
GO:BP,GO:0051171,regulation of nitrogen compound metabolic process,2.406711546593379e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",5440,35,33,21031,0.9428571428571428,0.006066176470588235,query_1,"['GO:0006807', 'GO:0019222']"
GO:BP,GO:0043069,negative regulation of programmed cell death,3.739505583718253e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",907,35,19,21031,0.5428571428571428,0.020948180815876516,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048523']"
GO:BP,GO:0006351,DNA-templated transcription,4.3102401362776056e-14,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",3569,35,29,21031,0.8285714285714286,0.008125525357242926,query_1,"['GO:0010467', 'GO:0032774']"
WP,WP:WP4806,EGFR tyrosine kinase inhibitor resistance,5.013747011223846e-14,True,EGFR tyrosine kinase inhibitor resistance,84,35,12,8286,0.34285714285714286,0.14285714285714285,query_1,['WP:000000']
GO:BP,GO:0032774,RNA biosynthetic process,5.530697100914292e-14,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",3601,35,29,21031,0.8285714285714286,0.008053318522632602,query_1,"['GO:0009059', 'GO:0016070', 'GO:0034654']"
GO:BP,GO:0080090,regulation of primary metabolic process,5.845735287118286e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5591,35,33,21031,0.9428571428571428,0.005902343051332499,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0034660,ncRNA metabolic process,6.740149689702649e-14,True,"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]",640,35,17,21031,0.4857142857142857,0.0265625,query_1,['GO:0016070']
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,6.837615199783175e-14,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2567,35,26,21031,0.7428571428571429,0.01012855473315154,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0019222,regulation of metabolic process,7.266971783510373e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7158,35,35,21031,1.0,0.004889633975970941,query_1,"['GO:0008152', 'GO:0050789']"
KEGG,KEGG:05215,Prostate cancer,8.313271979288997e-14,True,Prostate cancer,97,34,12,8484,0.35294117647058826,0.12371134020618557,query_1,['KEGG:00000']
REAC,REAC:R-HSA-212436,Generic Transcription Pathway,8.755502059802983e-14,True,Generic Transcription Pathway,1234,33,24,10842,0.7272727272727273,0.019448946515397084,query_1,['REAC:R-HSA-73857']
GO:BP,GO:0009628,response to abiotic stimulus,9.184500545030333e-14,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",1128,35,20,21031,0.5714285714285714,0.01773049645390071,query_1,['GO:0050896']
KEGG,KEGG:04933,AGE-RAGE signaling pathway in diabetic complications,1.2161308154347472e-13,True,AGE-RAGE signaling pathway in diabetic complications,100,34,12,8484,0.35294117647058826,0.12,query_1,['KEGG:00000']
GO:BP,GO:0023052,signaling,1.4909861947492856e-13,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6447,35,34,21031,0.9714285714285714,0.00527377074608345,query_1,['GO:0050789']
KEGG,KEGG:05162,Measles,1.6412977111364287e-13,True,Measles,138,34,13,8484,0.38235294117647056,0.09420289855072464,query_1,['KEGG:00000']
GO:BP,GO:0051252,regulation of RNA metabolic process,1.8870904577475637e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3763,35,29,21031,0.8285714285714286,0.0077066170608557005,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0009966,regulation of signal transduction,1.9430168333151976e-13,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3010,35,27,21031,0.7714285714285715,0.008970099667774087,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
GO:BP,GO:0070887,cellular response to chemical stimulus,2.054947985005772e-13,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2683,35,26,21031,0.7428571428571429,0.009690644800596348,query_1,"['GO:0042221', 'GO:0051716']"
GO:BP,GO:0006366,transcription by RNA polymerase II,2.2128235152623455e-13,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2691,35,26,21031,0.7428571428571429,0.00966183574879227,query_1,['GO:0006351']
GO:BP,GO:0051716,cellular response to stimulus,2.2676743851119072e-13,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7394,35,35,21031,1.0,0.004733567757641331,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0007154,cell communication,2.377522097874263e-13,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",6537,35,34,21031,0.9714285714285714,0.005201162612819336,query_1,['GO:0009987']
GO:BP,GO:0048732,gland development,3.319436283045784e-13,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",454,35,15,21031,0.42857142857142855,0.03303964757709251,query_1,['GO:0048513']
GO:BP,GO:0009892,negative regulation of metabolic process,3.724386752482811e-13,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3455,35,28,21031,0.8,0.008104196816208394,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048519']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,3.8438217696171306e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6631,35,34,21031,0.9714285714285714,0.005127431759915548,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:1902895,positive regulation of miRNA transcription,4.2453354429304613e-13,True,"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",56,35,9,21031,0.2571428571428571,0.16071428571428573,query_1,"['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']"
GO:BP,GO:0060429,epithelium development,4.5214052621489116e-13,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1225,35,20,21031,0.5714285714285714,0.0163265306122449,query_1,['GO:0009888']
GO:BP,GO:0071495,cellular response to endogenous stimulus,4.630408265401871e-13,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1432,35,21,21031,0.6,0.014664804469273743,query_1,['GO:0009719']
KEGG,KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,4.683802300323421e-13,True,Kaposi sarcoma-associated herpesvirus infection,194,34,14,8484,0.4117647058823529,0.07216494845360824,query_1,['KEGG:00000']
WP,WP:WP4172,PI3K Akt signaling pathway,4.717003050799196e-13,True,PI3K Akt signaling pathway,336,35,17,8286,0.4857142857142857,0.050595238095238096,query_1,['WP:000000']
GO:BP,GO:0031323,regulation of cellular metabolic process,4.753464674212701e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",6673,35,34,21031,0.9714285714285714,0.005095159598381537,query_1,"['GO:0019222', 'GO:0044237', 'GO:0050794']"
GO:BP,GO:0050678,regulation of epithelial cell proliferation,5.022889142228282e-13,True,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",363,35,14,21031,0.4,0.03856749311294766,query_1,"['GO:0042127', 'GO:0050673']"
GO:BP,GO:0030154,cell differentiation,5.991608843550817e-13,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4366,35,30,21031,0.8571428571428571,0.006871278057718736,query_1,['GO:0048869']
GO:BP,GO:0048869,cellular developmental process,6.031319327813015e-13,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4367,35,30,21031,0.8571428571428571,0.0068697046027020835,query_1,"['GO:0009987', 'GO:0032502']"
KEGG,KEGG:05169,Epstein-Barr virus infection,6.23875367884958e-13,True,Epstein-Barr virus infection,198,34,14,8484,0.4117647058823529,0.0707070707070707,query_1,['KEGG:00000']
WP,WP:WP4674,Head and neck squamous cell carcinoma,6.507194023840168e-13,True,Head and neck squamous cell carcinoma,74,35,11,8286,0.3142857142857143,0.14864864864864866,query_1,['WP:000000']
GO:BP,GO:0051172,negative regulation of nitrogen compound metabolic process,6.569529566191886e-13,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",2202,35,24,21031,0.6857142857142857,0.010899182561307902,query_1,"['GO:0006807', 'GO:0009892', 'GO:0051171']"
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,6.988077171194719e-13,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1253,35,20,21031,0.5714285714285714,0.01596169193934557,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0051253,negative regulation of RNA metabolic process,7.131294120097284e-13,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1463,35,21,21031,0.6,0.014354066985645933,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
REAC,REAC:R-HSA-73857,RNA Polymerase II Transcription,7.564993808555964e-13,True,RNA Polymerase II Transcription,1355,33,24,10842,0.7272727272727273,0.017712177121771217,query_1,['REAC:R-HSA-74160']
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,8.260417901507881e-13,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1703,35,22,21031,0.6285714285714286,0.012918379330593071,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']"
GO:BP,GO:0048731,system development,8.544298043549156e-13,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",3973,35,29,21031,0.8285714285714286,0.0072992700729927005,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,8.572139408343375e-13,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1706,35,22,21031,0.6285714285714286,0.012895662368112544,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']"
